loan_id,origination_month,channel,product,region,credit_score,risk_band,principal_ugx,term_months,apr,months_on_book,days_past_due,delinquency_bucket,loan_status,months_to_default,principal_repaid_ugx,outstanding_ugx,contact_strategy
LN-505656,2025-01,Agent network,SME working capital,Central,646,Near-prime,1288000.0,9,0.3306,9,0,Current,Closed,,1288000.0,0.0,SMS only
LN-505657,2025-01,Branch,SME working capital,Eastern,575,Subprime,380000.0,18,0.3801,17,0,Current,Current,,338800.0,41200.0,SMS only
LN-505658,2025-01,Partner retail,SME working capital,Central,682,Near-prime,1358000.0,12,0.3136,12,38,30-59,Closed,,1358000.0,0.0,Call + SMS
LN-505659,2025-01,Branch,Salary advance,Northern,668,Near-prime,5613000.0,12,0.3266,12,0,Current,Closed,,5613000.0,0.0,Field visit
LN-505660,2025-01,Agent network,Salary advance,Eastern,659,Near-prime,751000.0,6,0.3202,6,0,Current,Closed,,751000.0,0.0,Call + SMS
LN-505661,2025-01,Digital app,Salary advance,Central,674,Near-prime,1295000.0,12,0.316,12,0,Current,Closed,,1295000.0,0.0,SMS only
LN-505662,2025-01,Digital app,Salary advance,Central,571,Subprime,1252000.0,9,0.3489,9,0,Current,Closed,,1252000.0,0.0,Field visit
LN-505663,2025-01,Branch,SME working capital,Eastern,580,Subprime,468000.0,12,0.3593,12,0,Current,Closed,,468000.0,0.0,Field visit
LN-505664,2025-01,Branch,Asset finance,Central,708,Prime,1202000.0,24,0.2285,17,12,1-29,Current,,842800.0,359200.0,None
LN-505665,2025-01,Partner retail,SME working capital,Eastern,608,Subprime,872000.0,18,0.3442,17,0,Current,Current,,743100.0,128900.0,Field visit
LN-505666,2025-01,Partner retail,Asset finance,Central,593,Subprime,2592000.0,6,0.389,6,0,Current,Closed,,2592000.0,0.0,SMS only
LN-505667,2025-01,Branch,Salary advance,Central,561,Subprime,2066000.0,12,0.3733,12,35,30-59,Delinquent,3.0,628500.0,1437500.0,SMS only
LN-505668,2025-01,Agent network,SME working capital,Northern,540,Subprime,447000.0,9,0.3662,9,0,Current,Closed,,447000.0,0.0,Field visit
LN-505669,2025-01,Branch,SME working capital,Eastern,523,Subprime,1632000.0,6,0.3911,6,35,30-59,Delinquent,6.0,132100.0,1499900.0,Call + SMS
LN-505670,2025-01,Agent network,Consumer durable,Central,632,Near-prime,882000.0,6,0.3049,6,0,Current,Closed,,882000.0,0.0,SMS only
LN-505671,2025-01,Agent network,Asset finance,Eastern,586,Subprime,849000.0,6,0.377,6,38,30-59,Closed,,849000.0,0.0,Call + SMS
LN-505672,2025-01,Digital app,SME working capital,Central,655,Near-prime,567000.0,6,0.3281,6,0,Current,Closed,,567000.0,0.0,SMS only
LN-505673,2025-01,Agent network,SME working capital,Central,562,Subprime,1803000.0,9,0.3854,9,95,90+,Default,1.0,767200.0,1035800.0,Call + SMS
LN-505674,2025-01,Digital app,Asset finance,Eastern,572,Subprime,1122000.0,18,0.3705,17,0,Current,Current,,1073000.0,49000.0,Field visit
LN-505675,2025-01,Digital app,Asset finance,Western,687,Near-prime,1330000.0,24,0.2899,17,0,Current,Current,,878100.0,451900.0,SMS only
LN-505676,2025-01,Branch,Salary advance,Central,734,Prime,2087000.0,18,0.2196,17,0,Current,Current,,1981200.0,105800.0,SMS only
LN-505677,2025-01,Digital app,Consumer durable,Central,626,Near-prime,1881000.0,9,0.3212,9,0,Current,Closed,,1881000.0,0.0,SMS only
LN-505678,2025-01,Agent network,Salary advance,Central,427,Subprime,1467000.0,9,0.372,9,0,Current,Closed,,1467000.0,0.0,SMS only
LN-505679,2025-01,Digital app,Consumer durable,Eastern,659,Near-prime,4595000.0,9,0.3094,9,0,Current,Closed,,4595000.0,0.0,None
LN-505680,2025-01,Branch,SME working capital,Central,603,Subprime,399000.0,18,0.3728,17,0,Current,Current,,339400.0,59600.0,Call + SMS
LN-505681,2025-01,Branch,Asset finance,Eastern,637,Near-prime,873000.0,6,0.2972,6,0,Current,Closed,,873000.0,0.0,SMS only
LN-505682,2025-01,Agent network,Salary advance,Central,592,Subprime,2597000.0,18,0.3711,17,38,30-59,Delinquent,,2413800.0,183200.0,Call + SMS
LN-505683,2025-01,Agent network,Salary advance,Western,606,Subprime,790000.0,6,0.3872,6,0,Current,Closed,,790000.0,0.0,Call + SMS
LN-505684,2025-01,Branch,Consumer durable,Eastern,612,Subprime,1244000.0,6,0.3574,6,0,Current,Closed,,1244000.0,0.0,Call + SMS
LN-505685,2025-01,Partner retail,Salary advance,Central,570,Subprime,1146000.0,12,0.3891,12,0,Current,Closed,,1146000.0,0.0,Field visit
LN-505686,2025-01,Branch,Salary advance,Western,761,Prime,915000.0,24,0.2112,17,0,Current,Current,,665000.0,250000.0,Call + SMS
LN-505687,2025-01,Agent network,SME working capital,Central,596,Subprime,1269000.0,9,0.3763,9,0,Current,Closed,,1269000.0,0.0,SMS only
LN-505688,2025-01,Partner retail,Salary advance,Northern,649,Near-prime,961000.0,18,0.3184,17,0,Current,Current,,879400.0,81600.0,None
LN-505689,2025-01,Branch,SME working capital,Central,693,Near-prime,274000.0,9,0.318,9,0,Current,Closed,,274000.0,0.0,Field visit
LN-505690,2025-01,Agent network,SME working capital,Central,582,Subprime,613000.0,24,0.3771,17,130,90+,Default,7.0,252500.0,360500.0,SMS only
LN-505691,2025-01,Branch,SME working capital,Northern,686,Near-prime,869000.0,24,0.3089,17,38,30-59,Delinquent,,581700.0,287300.0,Call + SMS
LN-505692,2025-01,Agent network,Asset finance,Eastern,610,Subprime,644000.0,9,0.3855,9,0,Current,Closed,,644000.0,0.0,Field visit
LN-505693,2025-01,Branch,Salary advance,Central,701,Prime,3613000.0,12,0.2289,12,0,Current,Closed,,3613000.0,0.0,Field visit
LN-505694,2025-01,Branch,Salary advance,Central,549,Subprime,4718000.0,18,0.3777,17,0,Current,Current,,4179900.0,538100.0,Field visit
LN-505695,2025-01,Agent network,Consumer durable,Western,580,Subprime,1978000.0,18,0.3932,17,0,Current,Current,,1904600.0,73400.0,SMS only
LN-505696,2025-01,Digital app,Asset finance,Central,633,Near-prime,1477000.0,6,0.3219,6,0,Current,Closed,,1477000.0,0.0,Call + SMS
LN-505697,2025-01,Digital app,Asset finance,Central,688,Near-prime,3694000.0,12,0.3023,12,0,Current,Closed,,3694000.0,0.0,SMS only
LN-505698,2025-01,Partner retail,SME working capital,Western,602,Subprime,724000.0,9,0.3469,9,0,Current,Closed,,724000.0,0.0,SMS only
LN-505699,2025-01,Branch,Consumer durable,Eastern,643,Near-prime,1672000.0,24,0.3189,17,0,Current,Current,,1178100.0,493900.0,SMS only
LN-505700,2025-01,Partner retail,Consumer durable,Eastern,599,Subprime,2712000.0,9,0.3539,9,0,Current,Closed,,2712000.0,0.0,Call + SMS
LN-505701,2025-01,Branch,Asset finance,Western,620,Near-prime,1338000.0,12,0.3248,12,0,Current,Closed,,1338000.0,0.0,SMS only
LN-505702,2025-01,Digital app,Salary advance,Central,785,Prime,1379000.0,9,0.2168,9,0,Current,Closed,,1379000.0,0.0,Call + SMS
LN-505703,2025-01,Partner retail,Salary advance,Northern,641,Near-prime,3111000.0,24,0.2887,17,0,Current,Current,,2096800.0,1014200.0,SMS only
LN-505704,2025-01,Partner retail,Consumer durable,Western,648,Near-prime,2474000.0,12,0.3289,12,0,Current,Closed,,2474000.0,0.0,SMS only
LN-505705,2025-01,Digital app,Consumer durable,Western,577,Subprime,2161000.0,6,0.3906,6,0,Current,Closed,,2161000.0,0.0,SMS only
LN-505706,2025-01,Branch,Salary advance,Central,621,Near-prime,1930000.0,6,0.3298,6,0,Current,Closed,,1930000.0,0.0,Call + SMS
LN-505707,2025-01,Branch,SME working capital,Central,662,Near-prime,3758000.0,12,0.3071,12,12,1-29,Closed,,3758000.0,0.0,SMS only
LN-505708,2025-01,Digital app,Asset finance,Central,546,Subprime,679000.0,12,0.3525,12,0,Current,Closed,,679000.0,0.0,Field visit
LN-505709,2025-01,Branch,Salary advance,Eastern,766,Prime,880000.0,6,0.2047,6,0,Current,Closed,,880000.0,0.0,Call + SMS
LN-505710,2025-01,Partner retail,Asset finance,Western,709,Prime,2223000.0,9,0.2092,9,68,60-89,Closed,,2223000.0,0.0,Call + SMS
LN-505711,2025-01,Agent network,Salary advance,Central,597,Subprime,1558000.0,6,0.3848,6,65,60-89,Delinquent,4.0,312400.0,1245600.0,Call + SMS
LN-505712,2025-01,Branch,Salary advance,Central,664,Near-prime,906000.0,18,0.2981,17,0,Current,Current,,772400.0,133600.0,Call + SMS
LN-505713,2025-01,Agent network,Salary advance,Eastern,656,Near-prime,1753000.0,6,0.2931,6,0,Current,Closed,,1753000.0,0.0,Call + SMS
LN-505714,2025-01,Branch,Asset finance,Western,541,Subprime,812000.0,9,0.3924,9,0,Current,Closed,,812000.0,0.0,Field visit
LN-505715,2025-01,Branch,Asset finance,Eastern,767,Prime,1295000.0,12,0.2124,12,0,Current,Closed,,1295000.0,0.0,SMS only
LN-505716,2025-01,Agent network,Asset finance,Eastern,634,Near-prime,1673000.0,12,0.3145,12,0,Current,Closed,,1673000.0,0.0,Call + SMS
LN-505717,2025-01,Branch,Salary advance,Central,536,Subprime,677000.0,24,0.3534,17,0,Current,Current,,471300.0,205700.0,SMS only
LN-505718,2025-01,Partner retail,SME working capital,Central,594,Subprime,1353000.0,18,0.3887,17,0,Current,Current,,1268600.0,84400.0,Call + SMS
LN-505719,2025-01,Digital app,SME working capital,Eastern,717,Prime,958000.0,9,0.2082,9,0,Current,Closed,,958000.0,0.0,Call + SMS
LN-505720,2025-01,Branch,Consumer durable,Eastern,563,Subprime,2955000.0,18,0.3654,17,0,Current,Current,,2553200.0,401800.0,Call + SMS
LN-505721,2025-01,Agent network,Consumer durable,Central,641,Near-prime,1104000.0,9,0.3227,9,0,Current,Closed,,1104000.0,0.0,Call + SMS
LN-505722,2025-01,Agent network,Asset finance,Western,467,Subprime,1490000.0,6,0.3934,6,0,Current,Closed,,1490000.0,0.0,None
LN-505723,2025-01,Branch,Consumer durable,Eastern,608,Subprime,2055000.0,6,0.3935,6,0,Current,Closed,,2055000.0,0.0,SMS only
LN-505724,2025-01,Digital app,Consumer durable,Eastern,748,Prime,2190000.0,24,0.2061,17,0,Current,Current,,1461000.0,729000.0,Field visit
LN-505725,2025-01,Partner retail,Salary advance,Eastern,701,Prime,900000.0,18,0.2072,17,0,Current,Current,,835400.0,64600.0,None
LN-505726,2025-01,Branch,Consumer durable,Western,762,Prime,3411000.0,12,0.2089,12,0,Current,Closed,,3411000.0,0.0,Call + SMS
LN-505727,2025-01,Branch,Salary advance,Central,734,Prime,1477000.0,12,0.2087,12,0,Current,Closed,,1477000.0,0.0,Call + SMS
LN-505728,2025-01,Digital app,Salary advance,Eastern,669,Near-prime,1292000.0,18,0.3041,17,0,Current,Current,,1104700.0,187300.0,Call + SMS
LN-505729,2025-01,Branch,Salary advance,Eastern,565,Subprime,1023000.0,9,0.349,9,0,Current,Closed,,1023000.0,0.0,SMS only
LN-505730,2025-01,Digital app,Salary advance,Eastern,643,Near-prime,741000.0,9,0.2946,9,38,30-59,Closed,,741000.0,0.0,Call + SMS
LN-505731,2025-01,Digital app,Salary advance,Eastern,633,Near-prime,7843000.0,6,0.3026,6,12,1-29,Closed,,7843000.0,0.0,Call + SMS
LN-505732,2025-01,Agent network,Salary advance,Central,628,Near-prime,1173000.0,24,0.3008,17,0,Current,Current,,795200.0,377800.0,Call + SMS
LN-505733,2025-01,Agent network,Consumer durable,Northern,615,Subprime,1872000.0,9,0.3469,9,0,Current,Closed,,1872000.0,0.0,None
LN-505734,2025-01,Digital app,SME working capital,Central,683,Near-prime,792000.0,9,0.3009,9,0,Current,Closed,,792000.0,0.0,Call + SMS
LN-505735,2025-01,Agent network,Asset finance,Western,630,Near-prime,1050000.0,9,0.3284,9,38,30-59,Closed,,1050000.0,0.0,None
LN-505736,2025-01,Branch,Salary advance,Northern,719,Prime,1760000.0,12,0.2059,12,0,Current,Closed,,1760000.0,0.0,Field visit
LN-505737,2025-01,Digital app,Salary advance,Eastern,652,Near-prime,1023000.0,12,0.3218,12,0,Current,Closed,,1023000.0,0.0,Call + SMS
LN-505738,2025-01,Branch,Salary advance,Central,640,Near-prime,745000.0,12,0.2924,12,0,Current,Closed,,745000.0,0.0,Field visit
LN-505739,2025-01,Agent network,Consumer durable,Central,618,Subprime,2129000.0,6,0.3455,6,0,Current,Closed,,2129000.0,0.0,Call + SMS
LN-505740,2025-01,Branch,SME working capital,Western,619,Subprime,1117000.0,9,0.3479,9,0,Current,Closed,,1117000.0,0.0,Call + SMS
LN-505741,2025-01,Branch,Consumer durable,Central,759,Prime,1225000.0,6,0.2152,6,0,Current,Closed,,1225000.0,0.0,Field visit
LN-505742,2025-01,Digital app,Salary advance,Western,653,Near-prime,3797000.0,18,0.2915,17,0,Current,Current,,3592900.0,204100.0,Call + SMS
LN-505743,2025-01,Digital app,Consumer durable,Eastern,685,Near-prime,1361000.0,24,0.3148,17,0,Current,Current,,933600.0,427400.0,Field visit
LN-505744,2025-01,Agent network,Asset finance,Eastern,530,Subprime,626000.0,24,0.3876,17,130,90+,Default,10.0,53500.0,572500.0,Field visit
LN-505745,2025-01,Branch,SME working capital,Central,705,Prime,815000.0,18,0.223,17,38,30-59,Delinquent,,744400.0,70600.0,SMS only
LN-505746,2025-01,Agent network,Consumer durable,Eastern,669,Near-prime,1305000.0,6,0.3149,6,0,Current,Closed,,1305000.0,0.0,Field visit
LN-505747,2025-01,Branch,SME working capital,Central,616,Subprime,3910000.0,6,0.3736,6,68,60-89,Closed,,3910000.0,0.0,Call + SMS
LN-505748,2025-01,Partner retail,SME working capital,Central,798,Prime,1516000.0,6,0.2098,6,12,1-29,Closed,,1516000.0,0.0,SMS only
LN-505749,2025-01,Agent network,Consumer durable,Eastern,681,Near-prime,1059000.0,12,0.3251,12,12,1-29,Closed,,1059000.0,0.0,SMS only
LN-505750,2025-01,Agent network,SME working capital,Central,569,Subprime,2188000.0,24,0.3477,17,0,Current,Current,,1546500.0,641500.0,Call + SMS
LN-505751,2025-01,Branch,Consumer durable,Western,720,Prime,1357000.0,12,0.2129,12,0,Current,Closed,,1357000.0,0.0,Call + SMS
LN-505752,2025-01,Branch,Asset finance,Central,737,Prime,3342000.0,9,0.2319,9,0,Current,Closed,,3342000.0,0.0,SMS only
LN-505753,2025-01,Branch,Consumer durable,Eastern,545,Subprime,1819000.0,18,0.3855,17,0,Current,Current,,1707100.0,111900.0,Field visit
LN-505754,2025-01,Digital app,SME working capital,Central,549,Subprime,1057000.0,12,0.3805,12,0,Current,Closed,,1057000.0,0.0,Call + SMS
LN-505755,2025-01,Digital app,Asset finance,Western,752,Prime,1410000.0,6,0.231,6,0,Current,Closed,,1410000.0,0.0,SMS only
LN-505756,2025-01,Agent network,SME working capital,Eastern,535,Subprime,487000.0,12,0.3492,12,95,90+,Default,12.0,30700.0,456300.0,Field visit
LN-505757,2025-01,Agent network,Salary advance,Eastern,540,Subprime,1455000.0,6,0.3486,6,0,Current,Closed,,1455000.0,0.0,SMS only
LN-505758,2025-01,Branch,Asset finance,Western,638,Near-prime,2321000.0,24,0.2945,17,12,1-29,Current,,1595800.0,725200.0,None
LN-505759,2025-01,Digital app,SME working capital,Western,642,Near-prime,225000.0,12,0.3228,12,95,90+,Default,6.0,16400.0,208600.0,Call + SMS
LN-505760,2025-01,Agent network,SME working capital,Central,466,Subprime,470000.0,12,0.3954,12,0,Current,Closed,,470000.0,0.0,SMS only
LN-505761,2025-01,Partner retail,Salary advance,Central,704,Prime,961000.0,18,0.2309,17,0,Current,Current,,844900.0,116100.0,Call + SMS
LN-505762,2025-01,Digital app,Asset finance,Central,553,Subprime,6396000.0,18,0.3787,17,190,90+,Default,10.0,3139000.0,3257000.0,Call + SMS
LN-505763,2025-01,Partner retail,Asset finance,Eastern,623,Near-prime,1155000.0,18,0.3312,17,0,Current,Current,,1113600.0,41400.0,Call + SMS
LN-505764,2025-01,Agent network,Asset finance,Northern,516,Subprime,2857000.0,9,0.3843,9,0,Current,Closed,,2857000.0,0.0,Field visit
LN-505765,2025-01,Agent network,Salary advance,Eastern,632,Near-prime,929000.0,12,0.2957,12,0,Current,Closed,,929000.0,0.0,SMS only
LN-505766,2025-01,Partner retail,Asset finance,Central,651,Near-prime,1499000.0,12,0.3064,12,68,60-89,Closed,,1499000.0,0.0,SMS only
LN-505767,2025-01,Digital app,SME working capital,Central,484,Subprime,2483000.0,12,0.3935,12,190,90+,Default,6.0,933600.0,1549400.0,Field visit
LN-505768,2025-01,Digital app,Salary advance,Central,662,Near-prime,1462000.0,9,0.331,9,0,Current,Closed,,1462000.0,0.0,Call + SMS
LN-505769,2025-01,Branch,SME working capital,Western,619,Subprime,1873000.0,12,0.3641,12,0,Current,Closed,,1873000.0,0.0,Call + SMS
LN-505770,2025-01,Digital app,Consumer durable,Central,678,Near-prime,2900000.0,9,0.3304,9,38,30-59,Closed,,2900000.0,0.0,Call + SMS
LN-505771,2025-01,Branch,Salary advance,Central,640,Near-prime,2382000.0,12,0.3115,12,190,90+,Default,12.0,1002700.0,1379300.0,Call + SMS
LN-505772,2025-02,Agent network,Asset finance,Central,558,Subprime,5596000.0,18,0.3864,16,0,Current,Current,,4684100.0,911900.0,SMS only
LN-505773,2025-02,Digital app,Asset finance,Western,755,Prime,1190000.0,24,0.2345,16,12,1-29,Current,,794700.0,395300.0,Field visit
LN-505774,2025-02,Agent network,Asset finance,Western,735,Prime,2542000.0,9,0.2072,9,0,Current,Closed,,2542000.0,0.0,SMS only
LN-505775,2025-02,Digital app,Salary advance,Central,645,Near-prime,990000.0,6,0.3002,6,0,Current,Closed,,990000.0,0.0,Call + SMS
LN-505776,2025-02,Branch,Asset finance,Eastern,575,Subprime,2730000.0,12,0.3807,12,95,90+,Default,5.0,835000.0,1895000.0,Call + SMS
LN-505777,2025-02,Agent network,Salary advance,Central,479,Subprime,1319000.0,12,0.3884,12,12,1-29,Closed,,1319000.0,0.0,Call + SMS
LN-505778,2025-02,Branch,Salary advance,Central,739,Prime,3717000.0,24,0.2336,16,0,Current,Current,,2320200.0,1396800.0,SMS only
LN-505779,2025-02,Agent network,Consumer durable,Western,588,Subprime,684000.0,24,0.3874,16,38,30-59,Delinquent,,431300.0,252700.0,Call + SMS
LN-505780,2025-02,Digital app,Consumer durable,Eastern,638,Near-prime,472000.0,24,0.3066,16,190,90+,Default,5.0,30500.0,441500.0,SMS only
LN-505781,2025-02,Partner retail,SME working capital,Western,402,Subprime,1310000.0,9,0.3704,9,0,Current,Closed,,1310000.0,0.0,SMS only
LN-505782,2025-02,Agent network,Consumer durable,Central,645,Near-prime,756000.0,9,0.2894,9,0,Current,Closed,,756000.0,0.0,Field visit
LN-505783,2025-02,Branch,Asset finance,Central,542,Subprime,1948000.0,24,0.3498,16,68,60-89,Delinquent,,1223600.0,724400.0,Call + SMS
LN-505784,2025-02,Branch,Asset finance,Northern,585,Subprime,751000.0,12,0.3514,12,68,60-89,Closed,,751000.0,0.0,SMS only
LN-505785,2025-02,Digital app,Salary advance,Central,733,Prime,988000.0,18,0.2123,16,0,Current,Current,,899900.0,88100.0,SMS only
LN-505786,2025-02,Digital app,Salary advance,Central,554,Subprime,824000.0,18,0.3619,16,12,1-29,Current,,732800.0,91200.0,SMS only
LN-505787,2025-02,Agent network,Asset finance,Western,662,Near-prime,1707000.0,6,0.3103,6,0,Current,Closed,,1707000.0,0.0,SMS only
LN-505788,2025-02,Branch,Asset finance,Eastern,563,Subprime,636000.0,18,0.361,16,0,Current,Current,,581700.0,54300.0,None
LN-505789,2025-02,Branch,Consumer durable,Western,649,Near-prime,686000.0,18,0.3086,16,0,Current,Current,,571900.0,114100.0,SMS only
LN-505790,2025-02,Agent network,Salary advance,Eastern,542,Subprime,736000.0,12,0.3442,12,0,Current,Closed,,736000.0,0.0,Call + SMS
LN-505791,2025-02,Digital app,Asset finance,Central,635,Near-prime,1546000.0,9,0.3078,9,38,30-59,Closed,,1546000.0,0.0,Call + SMS
LN-505792,2025-02,Agent network,Asset finance,Eastern,693,Near-prime,1239000.0,12,0.3157,12,190,90+,Default,6.0,639800.0,599200.0,Call + SMS
LN-505793,2025-02,Digital app,Salary advance,Northern,552,Subprime,639000.0,18,0.3825,16,0,Current,Current,,584100.0,54900.0,Field visit
LN-505794,2025-02,Partner retail,Salary advance,Northern,551,Subprime,1228000.0,9,0.3811,9,0,Current,Closed,,1228000.0,0.0,SMS only
LN-505795,2025-02,Agent network,SME working capital,Central,667,Near-prime,6271000.0,12,0.2954,12,38,30-59,Closed,,6271000.0,0.0,SMS only
LN-505796,2025-02,Digital app,SME working capital,Central,791,Prime,620000.0,18,0.2145,16,0,Current,Current,,558200.0,61800.0,Call + SMS
LN-505797,2025-02,Branch,Salary advance,Western,690,Near-prime,2026000.0,6,0.3132,6,0,Current,Closed,,2026000.0,0.0,Call + SMS
LN-505798,2025-02,Agent network,SME working capital,Northern,565,Subprime,1062000.0,9,0.3447,9,190,90+,Default,6.0,444400.0,617600.0,None
LN-505799,2025-02,Branch,Asset finance,Northern,653,Near-prime,4841000.0,12,0.3285,12,0,Current,Closed,,4841000.0,0.0,Call + SMS
LN-505800,2025-02,Agent network,Asset finance,Eastern,596,Subprime,748000.0,12,0.3837,12,0,Current,Closed,,748000.0,0.0,Call + SMS
LN-505801,2025-02,Branch,Asset finance,Central,850,Prime,857000.0,12,0.2271,12,0,Current,Closed,,857000.0,0.0,Call + SMS
LN-505802,2025-02,Digital app,Consumer durable,Eastern,657,Near-prime,1414000.0,9,0.3098,9,0,Current,Closed,,1414000.0,0.0,SMS only
LN-505803,2025-02,Digital app,Salary advance,Eastern,724,Prime,4016000.0,18,0.2079,16,68,60-89,Delinquent,,3643300.0,372700.0,None
LN-505804,2025-02,Partner retail,SME working capital,Northern,643,Near-prime,1552000.0,24,0.3112,16,0,Current,Current,,1080200.0,471800.0,SMS only
LN-505805,2025-02,Agent network,Salary advance,Eastern,614,Subprime,1135000.0,24,0.3663,16,0,Current,Current,,730000.0,405000.0,Call + SMS
LN-505806,2025-02,Agent network,Asset finance,Northern,453,Subprime,2818000.0,9,0.3515,9,35,30-59,Delinquent,1.0,1227000.0,1591000.0,Field visit
LN-505807,2025-02,Partner retail,Salary advance,Eastern,694,Near-prime,774000.0,12,0.2925,12,0,Current,Closed,,774000.0,0.0,SMS only
LN-505808,2025-02,Agent network,Consumer durable,Central,569,Subprime,511000.0,9,0.3631,9,0,Current,Closed,,511000.0,0.0,Call + SMS
LN-505809,2025-02,Branch,Consumer durable,Western,616,Subprime,3239000.0,24,0.3897,16,95,90+,Default,8.0,344300.0,2894700.0,SMS only
LN-505810,2025-02,Agent network,Consumer durable,Central,446,Subprime,1472000.0,24,0.385,16,0,Current,Current,,1017500.0,454500.0,SMS only
LN-505811,2025-02,Agent network,Asset finance,Central,655,Near-prime,1045000.0,18,0.2919,16,0,Current,Current,,905700.0,139300.0,Field visit
LN-505812,2025-02,Digital app,Salary advance,Central,585,Subprime,393000.0,12,0.38,12,0,Current,Closed,,393000.0,0.0,Call + SMS
LN-505813,2025-02,Agent network,SME working capital,Western,590,Subprime,1550000.0,12,0.3696,12,0,Current,Closed,,1550000.0,0.0,Call + SMS
LN-505814,2025-02,Agent network,Asset finance,Central,589,Subprime,631000.0,12,0.3715,12,0,Current,Closed,,631000.0,0.0,None
LN-505815,2025-02,Branch,Asset finance,Western,540,Subprime,1505000.0,18,0.3697,16,130,90+,Default,5.0,651800.0,853200.0,Field visit
LN-505816,2025-02,Branch,Asset finance,Northern,640,Near-prime,1967000.0,6,0.314,6,0,Current,Closed,,1967000.0,0.0,SMS only
LN-505817,2025-02,Branch,SME working capital,Central,539,Subprime,2143000.0,9,0.3661,9,95,90+,Default,7.0,179900.0,1963100.0,Field visit
LN-505818,2025-02,Digital app,Asset finance,Central,681,Near-prime,7578000.0,12,0.3282,12,0,Current,Closed,,7578000.0,0.0,SMS only
LN-505819,2025-02,Digital app,SME working capital,Northern,734,Prime,2832000.0,12,0.2071,12,130,90+,Default,2.0,194700.0,2637300.0,SMS only
LN-505820,2025-02,Branch,Salary advance,Northern,751,Prime,561000.0,12,0.2064,12,38,30-59,Closed,,561000.0,0.0,SMS only
LN-505821,2025-02,Digital app,Consumer durable,Central,754,Prime,4120000.0,18,0.2294,16,0,Current,Current,,3785400.0,334600.0,Call + SMS
LN-505822,2025-02,Digital app,Consumer durable,Eastern,666,Near-prime,890000.0,12,0.2967,12,190,90+,Default,3.0,214400.0,675600.0,SMS only
LN-505823,2025-02,Branch,SME working capital,Eastern,580,Subprime,2330000.0,18,0.362,16,0,Current,Current,,2005900.0,324100.0,None
LN-505824,2025-02,Agent network,Consumer durable,Western,481,Subprime,2312000.0,9,0.3463,9,65,60-89,Delinquent,5.0,632500.0,1679500.0,SMS only
LN-505825,2025-02,Branch,Consumer durable,Central,653,Near-prime,3019000.0,9,0.3287,9,130,90+,Default,9.0,293300.0,2725700.0,SMS only
LN-505826,2025-02,Branch,Asset finance,Western,604,Subprime,1864000.0,12,0.3692,12,0,Current,Closed,,1864000.0,0.0,Field visit
LN-505827,2025-02,Branch,Asset finance,Central,709,Prime,1519000.0,24,0.2185,16,0,Current,Current,,1011500.0,507500.0,Call + SMS
LN-505828,2025-02,Branch,Salary advance,Western,684,Near-prime,741000.0,12,0.3268,12,0,Current,Closed,,741000.0,0.0,Call + SMS
LN-505829,2025-02,Agent network,Consumer durable,Central,652,Near-prime,1829000.0,18,0.2939,16,0,Current,Current,,1596200.0,232800.0,Field visit
LN-505830,2025-02,Agent network,Salary advance,Central,626,Near-prime,5836000.0,12,0.2947,12,0,Current,Closed,,5836000.0,0.0,Field visit
LN-505831,2025-02,Agent network,Salary advance,Northern,482,Subprime,1653000.0,24,0.3731,16,0,Current,Current,,1089500.0,563500.0,Call + SMS
LN-505832,2025-02,Branch,Salary advance,Western,722,Prime,956000.0,12,0.2344,12,0,Current,Closed,,956000.0,0.0,SMS only
LN-505833,2025-02,Partner retail,Asset finance,Central,700,Prime,2045000.0,24,0.2308,16,0,Current,Current,,1366400.0,678600.0,Field visit
LN-505834,2025-02,Branch,Asset finance,Central,682,Near-prime,2459000.0,24,0.295,16,0,Current,Current,,1555700.0,903300.0,SMS only
LN-505835,2025-02,Agent network,Consumer durable,Central,564,Subprime,530000.0,12,0.3553,12,0,Current,Closed,,530000.0,0.0,SMS only
LN-505836,2025-02,Digital app,SME working capital,Western,609,Subprime,710000.0,12,0.3724,12,0,Current,Closed,,710000.0,0.0,Field visit
LN-505837,2025-02,Branch,Consumer durable,Central,681,Near-prime,1297000.0,12,0.3066,12,0,Current,Closed,,1297000.0,0.0,Field visit
LN-505838,2025-02,Digital app,Salary advance,Eastern,665,Near-prime,763000.0,12,0.2897,12,0,Current,Closed,,763000.0,0.0,Field visit
LN-505839,2025-02,Agent network,Salary advance,Northern,460,Subprime,1251000.0,9,0.3712,9,0,Current,Closed,,1251000.0,0.0,SMS only
LN-505840,2025-02,Branch,Consumer durable,Northern,663,Near-prime,5393000.0,18,0.3092,16,38,30-59,Delinquent,,4346500.0,1046500.0,Call + SMS
LN-505841,2025-02,Agent network,Asset finance,Central,601,Subprime,3010000.0,9,0.3732,9,38,30-59,Closed,,3010000.0,0.0,None
LN-505842,2025-02,Partner retail,Salary advance,Central,667,Near-prime,1851000.0,24,0.3026,16,0,Current,Current,,1174900.0,676100.0,SMS only
LN-505843,2025-02,Agent network,SME working capital,Western,559,Subprime,1023000.0,18,0.3602,16,95,90+,Default,5.0,252000.0,771000.0,SMS only
LN-505844,2025-02,Digital app,Salary advance,Eastern,567,Subprime,696000.0,12,0.3551,12,0,Current,Closed,,696000.0,0.0,Field visit
